langCode|##|question|##|comments|##|name1|##|name2|##|name3|##|bottomText|##|order
FI|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Edistääkö toimipaikkanne työntekijöiden terveyttä joillakin seuraavista tavoista? Kuntoilun edistäminen työajan ulkopuolella<br>1 Kyllä   <br> 2 Ei  <br> 9 Ei vastausta</p>|##|13
FR|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Votre établissement prend-il les mesures suivantes pour promouvoir la santé auprès des employés ? Promotion du sport en dehors des heures de travail<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse</p>|##|13
FR_1|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Votre établissement prend-il les mesures suivantes pour promouvoir la santé auprès des employés ? Promotion du sport en dehors des heures de travail<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse</p>|##|13
FR_2|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Votre établissement prend-il les mesures suivantes pour promouvoir la santé auprès des salariés ? Promotion du sport en dehors des heures de travail<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse</p>|##|13
FR_3|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Votre établissement prend-il les mesures suivantes pour promouvoir la santé auprès des employés ? Promotion du sport en dehors des heures de travail<br>1 Oui  <br> 2 Non  <br> 9 Pas de réponse</p>|##|13
HR|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Provodi li vaša poslovna jedinica neku od sljedećih mjera za promicanje važnosti zdravog načina života među zaposlenicima? Poticanje na bavljenje sportskim aktivnostima izvan radnog vremena<br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora</p>|##|13
HU|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Van olyan a következő intézkedések közül, amelyet a létesítménye egészségmegőrzés céljából a munkavállalók között foganatosít? Munkaórákon kívüli sporttevékenységek ösztönzése<br>1 Igen   <br> 2 Nem  <br> 9 Nincs válasz</p>|##|13
IS|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Eru einhverjar eftirfarandi ráðstafana gerðar á þinni starfsstöð til heilsueflingar meðal starfsmanna? Hvetja til íþróttastarfs utan vinnutíma<br>1 Já  <br> 2 Nei  <br> 9 Ekkert svar</p>|##|13
IT|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>La sua sede adotta una o più delle seguenti misure per promuovere la salute tra i lavoratori? Promozione di attività sportive al di fuori dell'orario di lavoro<br>1 Sì  <br> 2 No  <br> 9 Non risponde</p>|##|13
IT_1|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>La sua sede adotta una o più delle seguenti misure per promuovere la salute tra i lavoratori? Promozione di attività sportive al di fuori dell'orario di lavoro<br>1 Sì  <br> 2 No  <br> 9 Non risponde</p>|##|13
LT|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Ar Jūsų darbovietė ėmėsi kurių nors iš toliau išvardintų priemonių darbuotojų sveikatai stiprinti? Skatino sportinę veiklą ne darbo valandomis<br>1 Taip  <br> 2 Ne  <br> 9 Neatsakė</p>|##|13
LU|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Ergräift Äre Betrib iergendwellech vun de folgende Moossname fir d'Gesondheet ënnert de Mataarbechter ze förderen? Förderung vu Sportaktivitéiten ausserhalb vun de Schaffzäiten<br>1 Jo  <br> 2 Neen  <br> 9 Keng Äntwert</p>|##|13
LV|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Vai jūsu uzņēmumā (iestādē)/ uzņēmuma (iestādes) vienībā tiek veikti kādi no šādiem pasākumiem, lai veicinātu veselīga dzīvesveida popularizēšanu darbinieku vidū? Ārpus darba laika veiktu sporta aktivitāšu popularizēšana<br>1 Jā  <br> 2 Nē  <br> 9 Nav atbildes</p>|##|13
MK|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Дали се преземаат некои од следниве мерки за промовирање на здравјето меѓу вработените? Промовирање спортски активности надвор од работното време<br>1 Да  <br> 2 Не  <br> 9 Нема одговор</p>|##|13
MT|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>L-istabbiliment tiegħek jieħu xi miżuri minn dawn li ġejjin għall-promozzjoni tas-saħħa fost l-impjegati? Promozzjoni ta' attivitajiet sportivi barra mill-ħin tax-xogħol<br>1 Iva  <br> 2 Le  <br> 9 Mingħajr tweġiba</p>|##|13
NL|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Neemt uw vestiging één of meer van de volgende maatregelen om de gezondheid van werknemers te bevorderen? Bevordering van sportactiviteiten buiten de werkuren<br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord</p>|##|13
NL_1|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Neemt uw vestiging één of meer van de volgende maatregelen om de gezondheid  van werknemers te bevorderen? Bevordering van sportactiviteiten buiten de werkuren<br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord</p>|##|13
NO|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Blir noen av de følgende tiltakene benyttet på arbeidsplassen for å fremme arbeidstakernes helse? Tilbud om sportsaktiviteter utenfor arbeidstiden<br>1 Ja  <br> 2 Nei  <br> 9 Intet svar</p>|##|13
PL|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Czy zakład podejmuje któreś z wymienionych środków w celu promocji zdrowia wśród pracowników? Promowanie aktywności fizycznej poza godzinami pracy <br>1 Tak  <br> 2 Nie  <br> 9 Brak odpowiedzi</p>|##|13
PT|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>O seu estabelecimento toma alguma das seguintes medidas para promover a saúde entre os trabalhadores? Promoção de atividades desportivas fora do horário de trabalho<br>1 Sim  <br> 2 Não  <br> 9 Não responde</p>|##|13
RO|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Instituția dumneavoastră aplică vreuna dintre următoarele măsuri de promovare a sănătății în rândul angajaților? Promovarea activităților sportive în afara orelor de muncă<br>1 Da  <br> 2 Nu  <br> 9 Niciun răspuns</p>|##|13
RU_1|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Принимаются ли в вашем учреждении/предприятии/филиале какие-нибудь из перечисленных ниже мер по охране здоровья сотрудников? Популяризация занятий спортом в нерабочее время<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа</p>|##|13
RU_2|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Принимаются ли в вашем учреждении/ предприятии/ филиале какие-нибудь из перечисленных ниже мер по охране здоровья сотрудников? Популяризация занятий спортом в нерабочее время<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа</p>|##|13
RU_3|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Принимаются ли в вашем учреждении/предприятии/филиале какие-нибудь из перечисленных ниже мер по охране здоровья сотрудников? Популяризация занятий спортом в нерабочее время<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа</p>|##|13
SK|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Uplatňuje váš podnik niektoré z nasledujúcich opatrení na podporu zdravia vašich pracovníkov? podpora športových aktivít mimo pracovného času<br>1 Áno  <br> 2 Nie  <br> 9 Žiadna odpoveď</p><br>1 Áno  <br> 2 Nie  <br> 9 Žiadna odpoveď</p>|##|13
SL|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Ali vaša poslovna enota izvaja katere koli izmed naslednjih ukrepov za promocijo zdravja med zaposlenimi? Spodbujanje športnih dejavnosti izven delovnega časa<br>1 Da  <br> 2 Ne  <br> 9 Brez odgovora</p>|##|13
SR|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Da li vaše preduzeće preduzima neke od sledećih mera za promovisanje zdravlja među zaposlenima? Promovisanje sportskih aktivnosti van radnog vremena<br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora</p>|##|13
SV|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Vidtar ni några av följande åtgärder för att förbättra medarbetarnas hälsa? Åtgärder för att främja idrottsaktiviteter utanför arbetstid<br>1 Ja  <br> 2 Nej  <br> 9 Inget svar</p>|##|13
SV_1|##|E3Q157_3|##|only bottom text changed|##||##||##||##|<p>Vidtar ni några av följande åtgärder för att förbättra medarbetarnas hälsa? Åtgärder för att främja idrottsaktiviteter utanför arbetstid<br>1 Ja  <br> 2 Nej  <br> 9 Inget svar</p>|##|13
EN|##|E3Q157_4|##|no change|##|Promotion of physical exercise at work|##|Promotion of physical exercise at work|##|Promotion of back exercises, stretching or other physical exercise at work|##||##|14
BG|##|E3Q159|##|new|##|Отсъствия по болест през последните 3 години|##|Отсъствия по болест през последните 3 години|##|Дали броят на отсъствията по болест по-скоро се е увеличил, по-скоро е намалял или е останал почти същият през последните 3 години?|##|<p>Дали броят на отсъствията по болест по-скоро се е увеличил, по-скоро е намалял или е останал почти същият през последните 3 години?</p><p>1 По-скоро е се е увеличил<br>2 По-скоро е намалял  <br>3 станал е почти същият <br>8 Не знам<br>9 Без отговор</p>|##|15
CS|##|E3Q159|##|new|##|Absence z důvodu nemoci za poslední 3 roky|##|Absence z důvodu nemoci za poslední 3 roky|##|Počet absencí z důvodu nemoci se spíše zvýšil, spíše snížil nebo zůstal přibližně stejný za poslední 3 roky?|##|<p>Počet absencí z důvodu nemoci se spíše zvýšil, spíše snížil nebo zůstal přibližně stejný za poslední 3 roky?</p><p> 1 Spíše zvýšil  <br>2 Spíše snížil <br> 3 Zůstal přibližně stejný  <br>8 Nevím  <br> 9 Bez odpovědi</p> |##|15
DA|##|E3Q159|##|new|##|Sygefravær gennem de seneste 3 år|##|Sygefravær gennem de seneste 3 år|##|Er sygefraværet overvejende steget, faldet eller forblevet nogenlunde uændret gennem de seneste 3 år?|##|<p>Er sygefraværet overvejende steget, faldet eller forblevet nogenlunde uændret gennem de seneste 3 år?<br>1 Steget  <br>2 Faldet  <br> 3 Forblevet nogenlunde uændret  <br>8 Ved ikke  <br>9 Intet svar  </p>|##|15
DE|##|E3Q159|##|new|##|Krankheitsbedingte Fehlzeiten in den vergangenen 3 Jahren|##|Krankheitsbedingte Fehlzeiten in den vergangenen 3 Jahren|##|Haben die krankheitsbedingten Fehlzeiten in den vergangenen 3 Jahren eher zugenommen, eher abgenommen oder sind sie in etwa gleich geblieben?|##|<p>Haben die krankheitsbedingten Fehlzeiten in den vergangenen 3 Jahren eher zugenommen, eher abgenommen oder sind sie in etwa gleich geblieben?<br>1 Eher zugenommen  <br>2 Eher abgenommen  <br> 3 In etwa gleich geblieben  <br>8 Weiß nicht  <br>9 Keine Antwort  </p>|##|15
DE_1|##|E3Q159|##|new|##|Krankheitsbedingte Fehlzeiten in den vergangenen 3 Jahren|##|Krankheitsbedingte Fehlzeiten in den vergangenen 3 Jahren|##|Haben die krankheitsbedingten Fehlzeiten in den vergangenen 3 Jahren eher zugenommen, eher abgenommen oder sind sie in etwa gleich geblieben?|##|<p>Haben die krankheitsbedingten Fehlzeiten in den vergangenen 3 Jahren eher zugenommen, eher abgenommen oder sind sie in etwa gleich geblieben?<br>1 Eher zugenommen  <br>2 Eher abgenommen  <br> 3 In etwa gleich geblieben  <br>8 Weiß nicht  <br>9 Keine Antwort  </p>|##|15
DE_2|##|E3Q159|##|new|##|Krankheitsbedingte Fehlzeiten in den vergangenen 3 Jahren|##|Krankheitsbedingte Fehlzeiten in den vergangenen 3 Jahren|##|Haben die krankheitsbedingten Fehlzeiten in den vergangenen 3 Jahren eher zugenommen, eher abgenommen oder sind sie in etwa gleich geblieben?|##|<p>Haben die krankheitsbedingten Fehlzeiten in den vergangenen 3 Jahren eher zugenommen, eher abgenommen oder sind sie in etwa gleich geblieben?<br>1 Eher zugenommen  <br>2 Eher abgenommen  <br> 3 In etwa gleich geblieben  <br>8 Weiß nicht  <br>9 Keine Antwort  </p>|##|15
